term,grammar_category,polarity,polarity_target,polarity_classification
frito,Adj,-1.0,N0,JALC
frivolidade,N,-1.0,N0,MAN
frivolo,Adj,-1.0,N0,MAN
frontal,Adj,1.0,N0,MAN
frontalidade,N,1.0,N0,MAN
frouxidao,N,-1.0,N0,MAN
frouxo,Adj,-1.0,N0,MAN
frugal,Adj,1.0,N0,MAN
fruste,Adj,-1.0,N0,MAN
frustracao,N,-1.0,N0,MAN
frustrado,Adj,-1.0,N0,MAN
frustrar,V,-1.0,N0:N1,MAN
fugaz,Adj,0.0,N0,MAN
fugidio,Adj,-1.0,N0,MAN
fugido,Adj,-1.0,N0,JALC
fugir a questao,IDIOM,-1.0,N0,MAN
fugir a responsabilidade,IDIOM,-1.0,N0,MAN
fugir a sete pes,IDIOM,-1.0,N0,MAN
fugir ao fisco,IDIOM,-1.0,N0,MAN
fugir as perguntas,IDIOM,-1.0,N0,MAN
fugir as responsabilidades,IDIOM,-1.0,N0,MAN
fugir com o rabo a seringa,IDIOM,-1.0,N0,MAN
fugir,V,-1.0,N0:N1,MAN
fugitivo,Adj,-1.0,N0,MAN
fujao,Adj,-1.0,N0,MAN
fulgurante,Adj,0.0,N0,MAN
fulminante,Adj,-1.0,N0,JALC
fulo,Adj,-1.0,N0,JALC
funcional,Adj,1.0,N0,JALC
fundamentado,Adj,1.0,N0,JALC
fundamentalista,Adj,-1.0,N0,MAN
funesto,Adj,-1.0,N0,JALC
furao,Adj,0.0,N0,MAN
furibundo,Adj,-1.0,N0,JALC
furioso,Adj,-1.0,N0,JALC
furtar,V,-1.0,N0:N1,MAN
furtivo,Adj,-1.0,N0,JALC
fustigar,V,1.0,N0:N1,MAN
futil,Adj,-1.0,N0,MAN
futilidade,N,-1.0,N0,MAN
futurista,Adj,0.0,N0,MAN
fuzilar,V,1.0,N0:N1,MAN
gabar-se,V,-1.0,N0,MAN
gabaritado,Adj,1.0,N0,JALC
gabarola,Adj,-1.0,N0,MAN
gabiru,Adj,-1.0,N0,JALC
gadelhudo,Adj,-1.0,N0,MAN
gafo,Adj,-1.0,N0,JALC
gaga,Adj,-1.0,N0,JALC
gago,Adj,-1.0,N0,JALC
gaguez,N,-1.0,N0,MAN
gaiteiro,Adj,-1.0,N0,MAN
galante,Adj,1.0,N0,MAN
galanteador,Adj,0.0,N0,MAN
galderio,Adj,-1.0,N0,MAN
galhardo,Adj,1.0,N0,MAN
galhofeiro,Adj,0.0,N0,MAN
gamar,V,-1.0,N0:N1,MAN
ganancia,N,-1.0,N0,MAN
ganancioso,Adj,-1.0,N0,MAN
gandulagem,N,-1.0,N0,MAN
gandulo,Adj,-1.0,N0,MAN
gangrena,N,-1.0,N0,MAN
ganhar,V,1.0,N0:N1,MAN
ganir,V,-1.0,N0,MAN
ganzado,Adj,-1.0,N0,JALC
garboso,Adj,1.0,N0,MAN
garganeiro,Adj,-1.0,N0,MAN
garotice,N,-1.0,N0,MAN
garoto,Adj,-1.0,N0,JALC
garrido,Adj,0.0,N0,MAN
gaseado,Adj,-1.0,N0,MAN
gastador,Adj,-1.0,N0,MAN
gastar mundos e fundos,IDIOM,-1.0,N0,MAN
gasto,Adj,-1.0,N0,MAN
gatuno,Adj,-1.0,N0,MAN
gauderio,Adj,-1.0,N0,MAN
gay,Adj,0.0,N0,MAN
gelado,Adj,-1.0,N0,MAN
gelido,Adj,-1.0,N0,MAN
generalizador,Adj,0.0,N0,MAN
generosidade,N,1.0,N0,MAN
generoso,Adj,1.0,N0,MAN
genial,Adj,1.0,N0,MAN
genialidade,N,1.0,N0,MAN
genio,Adj,1.0,N0,MAN
genioso,Adj,-1.0,N0,MAN
gentil,Adj,1.0,N0,MAN
gentileza,N,1.0,N0,MAN
gentinha,N,-1.0,N0,MAN
gentio,Adj,-1.0,N0,JALC
genuinidade,N,1.0,N0,MAN
genuino,Adj,1.0,N0,MAN
germanofilo,Adj,0.0,N0,MAN
germanofobo,Adj,-1.0,N0,MAN
gigante,Adj,0.0,N0,MAN
gigantesco,Adj,0.0,N0,MAN
gingao,Adj,-1.0,N0,MAN
glamoroso,Adj,1.0,N0,MAN
glamour,N,1.0,N0,MAN
gloria,N,1.0,N0,MAN
glorificado,Adj,1.0,N0,JALC
glorioso,Adj,1.0,N0,MAN
glutao,Adj,-1.0,N0,MAN
goliardo,Adj,-1.0,N0,MAN
golpeado,Adj,-1.0,N0,JALC
gorado,Adj,-1.0,N0,JALC
gordanchudo,Adj,-1.0,N0,MAN
gordo,Adj,-1.0,N0,MAN
gorducho,Adj,-1.0,N0,MAN
gordurento,Adj,-1.0,N0,JALC
gorduroso,Adj,-1.0,N0,JALC
gostar,V,0.0,N0:N1,MAN
gostavel,Adj,1.0,N0,JALC
gostoso,Adj,1.0,N0,JALC
governado,Adj,1.0,N0,JALC
gozador,Adj,-1.0,N0,JALC
gozar,V,1.0,N0:N1,MAN
gozo,N,-1.0,N0,MAN
gracil,Adj,1.0,N0,MAN
graciosidade,N,1.0,N0,MAN
gracioso,Adj,1.0,N0,MAN
grafomania,N,-1.0,N0,MAN
grafomaniaco,Adj,-1.0,N0,MAN
grafomano,Adj,-1.0,N0,MAN
grandalhao,Adj,0.0,N0,MAN
grandiloquente,Adj,1.0,N0,MAN
grandiloquo,Adj,1.0,N0,MAN
grandiosidade,N,1.0,N0,MAN
grandioso,Adj,1.0,N0,MAN
grato,Adj,1.0,N0,JALC
grazina,Adj,-1.0,N0,MAN
grimpo,Adj,1.0,N0,MAN
gringo,Adj,-1.0,N0,MAN
gritante,Adj,-1.0,N0,JALC
grosseirao,Adj,-1.0,N0,JALC
grosseirismo,N,-1.0,N0,MAN
grosseiro,Adj,-1.0,N0,MAN
grosseria,N,-1.0,N0,MAN
grosso,Adj,-1.0,N0,MAN
grotesco,Adj,-1.0,N0,MAN
grudento,Adj,-1.0,N0,JALC
guapo,Adj,1.0,N0,JALC
guerra,N,-1.0,N0,MAN
guerreiro,Adj,0.0,N0,MAN
guicho,Adj,0.0,N0,MAN
guloso,Adj,-1.0,N0,MAN
habil,Adj,0.0,N0,MAN
habilidade,N,1.0,N0,MAN
habilidoso,Adj,1.0,N0,MAN
habilitado,Adj,1.0,N0,JALC
handicap,N,-1.0,N0,MAN
harmonia,N,1.0,N0,MAN
harmonico,Adj,1.0,N0,JALC
harmonico,Adj,1.0,N0,MAN
harmonioso,Adj,1.0,N0,MAN
hediondez,N,-1.0,N0,MAN
hediondo,Adj,-1.0,N0,MAN
hemiplegia,N,-1.0,N0,MAN
herculeo,Adj,1.0,N0,JALC
herege,Adj,-1.0,N0,MAN
heresia,N,-1.0,N0,MAN
heretico,Adj,-1.0,N0,JALC
hermetico,Adj,-1.0,N0,JALC
herodiano,Adj,-1.0,N0,MAN
heroicidade,N,1.0,N0,MAN
heroico,Adj,1.0,N0,MAN
heroinomania,N,-1.0,N0,MAN
heroinomano,Adj,-1.0,N0,MAN
hesitante,Adj,-1.0,N0,JALC
heteroclito,Adj,-1.0,N0,MAN
heterogeneo,Adj,-1.0,N0,JALC
heterogeneo,Adj,-1.0,N0,JALC
hidratado,Adj,0.0,N0,MAN
hidrofobo,Adj,-1.0,N0,MAN
higienico,Adj,1.0,N0,MAN
hilare,Adj,1.0,N0,MAN
hilariante,Adj,0.0,N0,MAN
hiperactivo,Adj,-1.0,N0,JALC
hiperativo,Adj,-1.0,N0,JALC
hiperbolico,Adj,-1.0,N0,MAN
hiperconservador,Adj,-1.0,N0,MAN
hiperconservadorismo,N,-1.0,N0,MAN
hipercritico,Adj,-1.0,N0,MAN
hiperculto,Adj,1.0,N0,MAN
hiperdotado,Adj,1.0,N0,MAN
hipersensibilidade,N,-1.0,N0,MAN
hipersensivel,Adj,-1.0,N0,MAN
hipnotizacao,N,-1.0,N0,MAN
hipnotizado,Adj,-1.0,N0,MAN
hipnotizar,V,-1.0,N0:N1,MAN
hipnotizavel,Adj,-1.0,N0,MAN
hipocondria,N,-1.0,N0,MAN
hipocondriaco,Adj,-1.0,N0,MAN
hipocrisia,N,-1.0,N0,MAN
hipocrita,Adj,-1.0,N0,MAN
hirsuto,Adj,-1.0,N0,JALC
hirto,Adj,0.0,N0,MAN
histeria,N,-1.0,N0,MAN
histerico,Adj,-1.0,N0,MAN
histrionico,Adj,-1.0,N0,JALC
hodierno,Adj,1.0,N0,JALC
homenagear,V,0.0,N0:N1,MAN
homicida,Adj,-1.0,N0,MAN
homicidio,N,-1.0,N0,MAN
homiziado,Adj,-1.0,N0,JALC
homogeneo,Adj,1.0,N0,JALC
honestidade,N,1.0,N0,MAN
honesto,Adj,1.0,N0,MAN
honorabilidade,N,1.0,N0,MAN
honoravel,Adj,1.0,N0,MAN
honra,N,1.0,N0,MAN
honradez,N,1.0,N0,MAN
honrado,Adj,1.0,N0,MAN
honrar a sua palavra,IDIOM,1.0,N0,MAN
honrar os seus compromissos,IDIOM,1.0,N0,MAN
honrar,V,1.0,N0:N1,MAN
honroso,Adj,1.0,N0,MAN
horrendo,Adj,-1.0,N0,MAN
horribilidade,N,-1.0,N0,MAN
horrido,Adj,-1.0,N0,MAN
horrifico,Adj,-1.0,N0,MAN
horripilacao,N,-1.0,N0,MAN
horripilante,Adj,-1.0,N0,MAN
horrivel,Adj,-1.0,N0,MAN
horror,N,-1.0,N0,MAN
horrorizar,V,-1.0,N0:N1,MAN
horroroso,Adj,-1.0,N0,MAN
hospitaleiro,Adj,1.0,N0,MAN
hospitalidade,N,1.0,N0,MAN
hostil,Adj,-1.0,N0,MAN
hostilidade,N,-1.0,N0,MAN
humanidade,N,1.0,N0,MAN
humanista,Adj,0.0,N0,MAN
humanitario,Adj,1.0,N0,JALC
humano,Adj,1.0,N0,MAN
humilde,Adj,0.0,N0,MAN
humilhado,Adj,-1.0,N0,JALC
humilhar-se,V,-1.0,N0,MAN
humilhar,V,1.0,N0:N1,MAN
ideal,Adj,1.0,N0,JALC
idealista,Adj,0.0,N0,MAN
idilico,Adj,0.0,N0,JALC
idiota,Adj,-1.0,N0,MAN
idiotia,N,-1.0,N0,MAN
idiotice,N,-1.0,N0,MAN
idolatra,Adj,0.0,N0,MAN
idolatrado,Adj,1.0,N0,JALC
idoneidade,N,1.0,N0,MAN
idoneo,Adj,1.0,N0,JALC
idoneo,Adj,1.0,N0,MAN
idoso,Adj,0.0,N0,MAN
ignaro,Adj,-1.0,N0,MAN
ignobil,Adj,-1.0,N0,MAN
ignominia,N,-1.0,N0,MAN
ignominioso,Adj,-1.0,N0,MAN
ignorado,Adj,-1.0,N0,JALC
ignorancia,N,-1.0,N0,MAN
ignorante,Adj,-1.0,N0,MAN
ignorar,V,0.0,N0:N1,MAN
ignoto,Adj,-1.0,N0,MAN
igual,Adj,0.0,N0,JALC
igualitario,Adj,0.0,N0,MAN
ilegal,Adj,-1.0,N0,JALC
ilegitimo,Adj,-1.0,N0,JALC
ilegivel,Adj,-1.0,N0,JALC
ileso,Adj,1.0,N0,JALC
iletrado,Adj,-1.0,N0,MAN
ilibado,Adj,1.0,N0,JALC
ilibar,V,0.0,N0:N1,MAN
iliberal,Adj,-1.0,N0,JALC
iliteracia,N,-1.0,N0,MAN
iliterato,Adj,-1.0,N0,MAN
ilogico,Adj,-1.0,N0,MAN
ilogismo,N,-1.0,N0,MAN
iludido,Adj,-1.0,N0,JALC
iludir,V,-1.0,N0:N1,MAN
iluminado,Adj,1.0,N0,MAN
iluminar,V,1.0,N0:N1,MAN
ilusao,N,-1.0,N0,MAN
ilusorio,Adj,-1.0,N0,JALC
ilustrado,Adj,1.0,N0,JALC
ilustre,Adj,1.0,N0,MAN
imaculabilidade,N,1.0,N0,MAN
imaculado,Adj,1.0,N0,MAN
imaculavel,Adj,0.0,N0,JALC
imagetico,Adj,1.0,N0,MAN
imaginativo,Adj,0.0,N0,MAN
imaginoso,Adj,0.0,N0,MAN
imaturidade,N,-1.0,N0,MAN
imaturo,Adj,-1.0,N0,MAN
imbativel,Adj,1.0,N0,MAN
imbecil,Adj,-1.0,N0,MAN
imbecilidade,N,-1.0,N0,MAN
imerecido,Adj,-1.0,N0,JALC
imisericordioso,Adj,-1.0,N0,JALC
imitador,Adj,-1.0,N0,JALC
imitar,V,-1.0,N0:N1,MAN
imitativo,Adj,-1.0,N0,JALC
imobilizado,Adj,-1.0,N0,MAN
imoderacao,N,-1.0,N0,MAN
imoderado,Adj,-1.0,N0,MAN
imodestia,N,-1.0,N0,MAN
imodesto,Adj,-1.0,N0,MAN
imolado,Adj,1.0,N0,JALC
imoral,Adj,-1.0,N0,MAN
imoralidade,N,-1.0,N0,MAN
imorigerado,Adj,-1.0,N0,MAN
imortal,Adj,1.0,N0,MAN
imortalizado,Adj,1.0,N0,MAN
imovel,Adj,-1.0,N0,JALC
impaciente,Adj,-1.0,N0,MAN
impagavel,Adj,1.0,N0,MAN
impante,Adj,-1.0,N0,JALC
imparavel,Adj,0.0,N0,MAN
imparcial,Adj,1.0,N0,JALC
impassivel,Adj,0.0,N0,MAN
impatriota,Adj,-1.0,N0,MAN
impavido e sereno,Adj,0.0,N0,MAN
impavido,Adj,1.0,N0,JALC
impecabilidade,N,1.0,N0,MAN
impecavel,Adj,1.0,N0,MAN
impecunioso,Adj,-1.0,N0,MAN
impedido,Adj,0.0,N0,JALC
impelido,Adj,-1.0,N0,JALC
impenetravel,Adj,-1.0,N0,MAN
impenitente,Adj,-1.0,N0,MAN
imperceptivel,Adj,-1.0,N0,JALC
impercetivel,Adj,-1.0,N0,JALC
imperdoavel,Adj,-1.0,N0,JALC
imperfeicao,N,-1.0,N0,MAN
imperfeito,Adj,-1.0,N0,MAN
imperial,Adj,-1.0,N0,MAN
imperialista,Adj,-1.0,N0,MAN
imperiosidade,N,-1.0,N0,MAN
imperioso,Adj,-1.0,N0,MAN
imperito,Adj,-1.0,N0,JALC
impermanencia,N,-1.0,N0,MAN
impermanente,Adj,-1.0,N0,MAN
imperscrutavel,Adj,-1.0,N0,MAN
imperterrito,Adj,1.0,N0,MAN
impertinencia,N,-1.0,N0,MAN
impertinente,Adj,-1.0,N0,MAN
imperturbado,Adj,1.0,N0,MAN
imperturbavel,Adj,1.0,N0,MAN
impessoal,Adj,-1.0,N0,MAN
impessoalidade,N,-1.0,N0,MAN
impetuosidade,N,-1.0,N0,MAN
impetuoso,Adj,-1.0,N0,MAN
impiedade,N,-1.0,N0,MAN
impiedoso,Adj,-1.0,N0,MAN
impio,Adj,-1.0,N0,MAN
implacavel,Adj,-1.0,N0,JALC
implantado,Adj,0.0,N0,JALC
implicado,Adj,-1.0,N0,JALC
implicante,Adj,-1.0,N0,JALC
implicativo,Adj,-1.0,N0,MAN
implorante,Adj,0.0,N0,MAN
implorar,V,-1.0,N0:N1,MAN
implorativo,Adj,0.0,N0,MAN
impoluto,Adj,1.0,N0,MAN
imponderacao,N,-1.0,N0,MAN
imponderado,Adj,-1.0,N0,MAN
imponente,Adj,1.0,N0,MAN
impontual,Adj,-1.0,N0,MAN
impontualidade,N,-1.0,N0,MAN
impopular,Adj,-1.0,N0,MAN
impopularidade,N,-1.0,N0,MAN
importunado,Adj,-1.0,N0,JALC
importuno,Adj,-1.0,N0,MAN
impossivel,Adj,-1.0,N0,JALC
imposto,Adj,-1.0,N0,JALC
impostor,Adj,-1.0,N0,MAN
impostura,N,-1.0,N0,MAN
impotencia,N,-1.0,N0,MAN
impotente,Adj,-1.0,N0,JALC
imprecisao,N,-1.0,N0,MAN
impreciso,Adj,-1.0,N0,MAN
impregnado,Adj,-1.0,N0,JALC
impreparado,Adj,-1.0,N0,MAN
impressionado,Adj,0.0,N0,JALC
impressionante,Adj,0.0,N0,MAN
impressionar,V,1.0,N0:N1,MAN
impressionavel,Adj,-1.0,N0,MAN
imprestabilidade,N,-1.0,N0,MAN
imprestavel,Adj,-1.0,N0,MAN
imprevidencia,N,-1.0,N0,MAN
imprevidente,Adj,-1.0,N0,MAN
imprevisivel,Adj,0.0,N0,MAN
improcedencia,N,-1.0,N0,MAN
improcedente,Adj,-1.0,N0,MAN
improducente,Adj,-1.0,N0,MAN
improdutividade,N,-1.0,N0,MAN
improdutivo,Adj,-1.0,N0,MAN
improvisador,Adj,0.0,N0,MAN
imprudencia,N,-1.0,N0,MAN
imprudente,Adj,-1.0,N0,MAN
impudente,Adj,-1.0,N0,MAN
impudicicia,N,-1.0,N0,MAN
impudico,Adj,-1.0,N0,MAN
impugnado,Adj,-1.0,N0,JALC
impulsivo,Adj,-1.0,N0,MAN
impuro,Adj,-1.0,N0,JALC
imputado,Adj,-1.0,N0,JALC
imundicie,N,-1.0,N0,MAN
imundo,Adj,-1.0,N0,MAN
imutavel,Adj,0.0,N0,JALC
inabil,Adj,-1.0,N0,MAN
inabilidade,N,-1.0,N0,MAN
inabordavel,Adj,-1.0,N0,JALC
inaceitavel,Adj,-1.0,N0,JALC
inacessivel,Adj,-1.0,N0,MAN
inacreditavel,Adj,0.0,N0,MAN
inactividade,N,-1.0,N0,MAN
inactivo,Adj,-1.0,N0,MAN
inadaptado,Adj,-1.0,N0,MAN
inadequado,Adj,-1.0,N0,JALC
inadmissivel,Adj,-1.0,N0,JALC
inalterado,Adj,0.0,N0,JALC
inamovivel,Adj,-1.0,N0,MAN
inanimacao,N,-1.0,N0,MAN
inanimado,Adj,-1.0,N0,JALC
inanime,Adj,-1.0,N0,MAN
inaplicado,Adj,-1.0,N0,MAN
inapresentavel,Adj,-1.0,N0,MAN
inapto,Adj,-1.0,N0,JALC
inatacavel,Adj,1.0,N0,MAN
inatividade,N,-1.0,N0,MAN
inativo,Adj,-1.0,N0,JALC
inaudito,Adj,1.0,N0,JALC
inautenticidade,N,-1.0,N0,MAN
inautentico,Adj,-1.0,N0,MAN
incansavel,Adj,1.0,N0,MAN
incapacidade,N,-1.0,N0,MAN
incapaz,Adj,-1.0,N0,MAN
incaracteristico,Adj,-1.0,N0,JALC
incauto,Adj,-1.0,N0,MAN
incendiado,Adj,-1.0,N0,JALC
incendiario,Adj,-1.0,N0,JALC
incensador,Adj,-1.0,N0,MAN
incensuravel,Adj,1.0,N0,MAN
incerteza,N,-1.0,N0,MAN
incerto,Adj,-1.0,N0,MAN
inchado,Adj,-1.0,N0,JALC
incipiente,Adj,-1.0,N0,JALC
incisivo,Adj,0.0,N0,MAN
incivil,Adj,-1.0,N0,MAN
incivilidade,N,-1.0,N0,MAN
incivilizado,Adj,-1.0,N0,MAN
inclemencia,N,-1.0,N0,MAN
inclemente,Adj,-1.0,N0,MAN
inclito,Adj,1.0,N0,MAN
incoercivel,Adj,0.0,N0,MAN
incoerencia,N,-1.0,N0,MAN
incoerente,Adj,-1.0,N0,MAN
incognito,Adj,-1.0,N0,MAN
incolume,Adj,1.0,N0,JALC
incomodado,Adj,-1.0,N0,JALC
incomodar,V,1.0,N0:N1,MAN
incomodativo,Adj,-1.0,N0,MAN
incomodidade,N,-1.0,N0,MAN
incomodo,Adj,-1.0,N0,JALC
incomodo,Adj,-1.0,N0,MAN
incompetencia,N,-1.0,N0,MAN
incompetente,Adj,-1.0,N0,MAN
incompleto,Adj,-1.0,N0,JALC
incompreensibilidade,N,-1.0,N0,MAN
incompreensivel,Adj,-1.0,N0,MAN
incomum,Adj,0.0,N0,MAN
inconcebivel,Adj,-1.0,N0,JALC
inconciliavel,Adj,-1.0,N0,JALC
inconcluso,Adj,-1.0,N0,JALC
inconcusso,Adj,1.0,N0,MAN
inconfessavel,Adj,-1.0,N0,JALC
inconfidente,Adj,-1.0,N0,MAN
inconformado,Adj,0.0,N0,MAN
inconfundivel,Adj,0.0,N0,MAN
incongruencia,N,-1.0,N0,MAN
incongruente,Adj,-1.0,N0,MAN
inconsciencia,N,-1.0,N0,MAN
inconsciente,Adj,-1.0,N0,MAN
inconsequente,Adj,-1.0,N0,JALC
inconsequente,Adj,-1.0,N0,MAN
inconsiderado,Adj,-1.0,N0,JALC
inconsistencia,N,-1.0,N0,MAN
inconsistente,Adj,-1.0,N0,MAN
inconsolado,Adj,-1.0,N0,MAN
inconsolavel,Adj,-1.0,N0,MAN
inconstante,Adj,-1.0,N0,MAN
incontestavel,Adj,1.0,N0,MAN
incontinencia,N,-1.0,N0,MAN
incontinente,Adj,-1.0,N0,MAN
incontrariavel,Adj,-1.0,N0,MAN
incontrolado,Adj,-1.0,N0,JALC
incontroverso,Adj,1.0,N0,MAN
inconveniencia,N,-1.0,N0,MAN
inconveniente,Adj,-1.0,N0,MAN
inconversavel,Adj,-1.0,N0,MAN
incorrecao,N,-1.0,N0,MAN
incorreccao,N,-1.0,N0,MAN
incorrecto,Adj,-1.0,N0,MAN
incorreto,Adj,-1.0,N0,MAN
incorrigivel,Adj,-1.0,N0,MAN
incorrupcao,N,1.0,N0,MAN
incorruptibilidade,N,1.0,N0,MAN
incorruptivel,Adj,1.0,N0,MAN
incorrupto,Adj,1.0,N0,MAN
incredulo,Adj,0.0,N0,MAN
incriminar,V,0.0,N0:N1,MAN
incriticavel,Adj,1.0,N0,MAN
incrivel,Adj,0.0,N0,MAN
inculto,Adj,-1.0,N0,MAN
incultura,N,-1.0,N0,MAN
incumpridor,Adj,-1.0,N0,MAN
incuravel,Adj,-1.0,N0,JALC
indecencia,N,-1.0,N0,MAN
indecente,Adj,-1.0,N0,MAN
indecifravel,Adj,-1.0,N0,JALC
indeciso,Adj,-1.0,N0,MAN
indecoro,N,-1.0,N0,MAN
indecorosidade,N,-1.0,N0,MAN
indecoroso,Adj,-1.0,N0,MAN
indefectivel,Adj,1.0,N0,JALC
indefenso,Adj,-1.0,N0,JALC
indeferido,Adj,-1.0,N0,JALC
indefeso,Adj,-1.0,N0,MAN
indefetivel,Adj,1.0,N0,JALC
indefinido,Adj,-1.0,N0,JALC
indelevel,Adj,0.0,N0,JALC
indelicadeza,N,-1.0,N0,MAN
indelicado,Adj,-1.0,N0,MAN
indemnizado,Adj,1.0,N0,JALC
independente,Adj,0.0,N0,MAN
independentista,Adj,0.0,N0,MAN
inderrotavel,Adj,1.0,N0,MAN
inderrubavel,Adj,1.0,N0,MAN
indescritivel,Adj,0.0,N0,JALC
indesculpavel,Adj,-1.0,N0,JALC
indesejado,Adj,-1.0,N0,MAN
indesejavel,Adj,-1.0,N0,JALC
indestituivel,Adj,0.0,N0,MAN
indestronavel,Adj,0.0,N0,MAN
indestrutivel,Adj,1.0,N0,MAN
indeterminado,Adj,-1.0,N0,JALC
indiciado,Adj,-1.0,N0,JALC
indigente,Adj,-1.0,N0,MAN
indigesto,Adj,-1.0,N0,JALC
indigitavel,Adj,-1.0,N0,MAN
indignado,Adj,-1.0,N0,JALC
indignidade,N,-1.0,N0,MAN
indigno,Adj,-1.0,N0,MAN
indirecto,Adj,-1.0,N0,MAN
indireto,Adj,-1.0,N0,JALC
indisciplina,N,-1.0,N0,MAN
indisciplinado,Adj,-1.0,N0,MAN
indiscreto,Adj,-1.0,N0,MAN
indiscricao,N,-1.0,N0,MAN
indiscutivel,Adj,1.0,N0,JALC
indispensavel,Adj,1.0,N0,JALC
indisposicao,N,-1.0,N0,MAN
indisposto,Adj,-1.0,N0,JALC
indissociavel,Adj,0.0,N0,JALC
indistinto,Adj,-1.0,N0,JALC
inditoso,Adj,-1.0,N0,MAN
individualista,Adj,-1.0,N0,MAN
indocil,Adj,-1.0,N0,MAN
indocilidade,N,-1.0,N0,MAN
indolencia,N,-1.0,N0,MAN
indolente,Adj,-1.0,N0,MAN
indomavel,Adj,0.0,N0,MAN
indominavel,Adj,-1.0,N0,MAN
indomito,Adj,-1.0,N0,MAN
indubitavel,Adj,1.0,N0,JALC
indulgente,Adj,1.0,N0,MAN
industrioso,Adj,0.0,N0,MAN
induzir em erro,IDIOM,-1.0,N0,MAN
inebriado,Adj,-1.0,N0,JALC
inebriante,Adj,-1.0,N0,MAN
inefavel,Adj,-1.0,N0,MAN
ineficacia,N,-1.0,N0,MAN
ineficaz,Adj,-1.0,N0,MAN
ineficiencia,N,-1.0,N0,MAN
ineficiente,Adj,-1.0,N0,MAN
inelegivel,Adj,-1.0,N0,MAN
inelutavel,Adj,1.0,N0,JALC
inenarravel,Adj,-1.0,N0,JALC
inepcia,N,-1.0,N0,MAN
inepto,Adj,-1.0,N0,MAN
inequivoco,Adj,1.0,N0,MAN
inercia,N,-1.0,N0,MAN
inerme,Adj,-1.0,N0,MAN
inerte,Adj,-1.0,N0,MAN
inescrutavel,Adj,-1.0,N0,JALC
inesgotavel,Adj,1.0,N0,JALC
inesperado,Adj,0.0,N0,JALC
inesquecivel,Adj,0.0,N0,MAN
inexactidao,N,-1.0,N0,MAN
inexacto,Adj,-1.0,N0,MAN
inexatidao,N,-1.0,N0,MAN
inexato,Adj,-1.0,N0,MAN
inexcedivel,Adj,1.0,N0,JALC
inexoravel,Adj,-1.0,N0,MAN
inexperiencia,N,-1.0,N0,MAN
inexperiente,Adj,-1.0,N0,MAN
inexperto,Adj,-1.0,N0,MAN
inexplicavel,Adj,-1.0,N0,JALC
inexplicito,Adj,-1.0,N0,MAN
inexpressivo,Adj,-1.0,N0,MAN
inexprimivel,Adj,-1.0,N0,JALC
infalivel,Adj,1.0,N0,JALC
infamado,Adj,-1.0,N0,JALC
infamante,Adj,-1.0,N0,MAN
infame,Adj,-1.0,N0,MAN
infamia,N,-1.0,N0,MAN
infantil,Adj,-1.0,N0,MAN
infantilidade,N,-1.0,N0,MAN
infatigavel,Adj,1.0,N0,MAN
infectado,Adj,-1.0,N0,JALC
infecundo,Adj,-1.0,N0,MAN
infelicidade,N,-1.0,N0,MAN
infeliz,Adj,-1.0,N0,MAN
infernal,Adj,-1.0,N0,JALC
infernizar a vida a,IDIOM,0.0,N0:N1,MAN
infernizar,V,1.0,N0:N1,MAN
infertil,Adj,-1.0,N0,MAN
infetado,Adj,-1.0,N0,JALC
infidelidade,N,-1.0,N0,MAN
infiel,Adj,-1.0,N0,MAN
inflado,Adj,-1.0,N0,MAN
inflamado,Adj,-1.0,N0,JALC
inflexibilidade,N,-1.0,N0,MAN
inflexivel,Adj,-1.0,N0,MAN
influenciavel,Adj,-1.0,N0,MAN
influente,Adj,1.0,N0,MAN
infoexcluido,Adj,-1.0,N0,MAN
informal,Adj,0.0,N0,MAN
informe,Adj,-1.0,N0,MAN
infortunado,Adj,-1.0,N0,MAN
infortunio,N,-1.0,N0,MAN
infrene,Adj,-1.0,N0,MAN
infringir,V,-1.0,N0:N1,MAN
infrutifero,Adj,-1.0,N0,JALC
infundado,Adj,-1.0,N0,JALC
ingenuo,Adj,-1.0,N0,JALC
ingenuo,Adj,0.0,N0,MAN
ingratidao,N,-1.0,N0,MAN
ingrato,Adj,-1.0,N0,MAN
inibido,Adj,-1.0,N0,JALC
inibir-se,V,-1.0,N0,MAN
inibir,V,1.0,N0:N1,MAN
inidoneidade,N,-1.0,N0,MAN
inidoneo,Adj,-1.0,N0,MAN
inigualavel,Adj,0.0,N0,JALC
inimigo,Adj,-1.0,N0,MAN
inimitavel,Adj,0.0,N0,MAN
ininteligibilidade,N,-1.0,N0,MAN
ininteligivel,Adj,-1.0,N0,MAN
ininterrupto,Adj,0.0,N0,JALC
iniquidade,N,-1.0,N0,MAN
iniquo,Adj,-1.0,N0,MAN
injuria,N,-1.0,N0,MAN
injuriado,Adj,-1.0,N0,JALC
injuriante,Adj,-1.0,N0,MAN
injuriar,V,-1.0,N0:N1,MAN
injurioso,Adj,-1.0,N0,MAN
injustica,N,-1.0,N0,MAN
injusticado,Adj,0.0,N0,MAN
injusto,Adj,-1.0,N0,MAN
inocente,Adj,1.0,N0,MAN
inocuo,Adj,0.0,N0,MAN
inofensivo,Adj,0.0,N0,MAN
inopinado,Adj,0.0,N0,JALC
inoportuno,Adj,-1.0,N0,MAN
inospito,Adj,-1.0,N0,MAN
inovacao,N,1.0,N0,MAN
